Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),P/E,P/B,Div Yield,Total Returns Index
20-Jun-2008,4504.2,4532,4333.6,4347.55,133685260,6911.03,18.59,4.3,1.25,5302.42
23-Jun-2008,4351.15,4351.15,4225.5,4266.4,126376126,6121.52,18.25,4.22,1.27,5203.42
24-Jun-2008,4271.05,4305.9,4156.1,4191.1,132477086,6496.81,17.91,4.15,1.3,5111.57
25-Jun-2008,4189.6,4264.55,4093.2,4252.65,152437781,6960.36,18.18,4.21,1.28,5186.64
26-Jun-2008,4252.6,4324.75,4230,4315.85,196473131,9352.43,18.45,4.27,1.26,5263.74
27-Jun-2008,4315.3,4315.3,4119.2,4136.65,177324470,7883.16,17.67,4.09,1.31,5047.27
30-Jun-2008,4136.25,4163,4021.7,4040.55,144491241,6523.86,17.28,4,1.35,4929.98
01-Jul-2008,4039.75,4075.4,3878.2,3896.75,164469220,6939.93,16.66,3.86,1.4,4754.56
02-Jul-2008,3895.3,4107.15,3848.25,4093.35,199920144,8909.44,17.5,4.05,1.33,4994.44
03-Jul-2008,4094.6,4097.35,3874.85,3925.75,154573765,7101.42,16.79,3.89,1.39,4790.37
04-Jul-2008,3926.65,4033.5,3896.4,4016,152045352,6563.36,17.22,3.8,1.37,4900.85
07-Jul-2008,4002,4114.5,4002,4030,125737237,5517.21,17.28,3.82,1.37,4917.92
08-Jul-2008,4028.7,4028.7,3896.05,3988.55,135090953,6166.83,17.11,3.78,1.38,4867.38
09-Jul-2008,3990.9,4169.4,3990.9,4157.1,144597409,6595.61,17.83,3.94,1.32,5073.06
10-Jul-2008,4155.65,4187.95,4110.4,4162.2,146458190,6354.79,17.85,3.94,1.32,5081.3
11-Jul-2008,4166,4215.5,4014.45,4049,137337875,6947.53,17.34,3.83,1.36,4943.11
14-Jul-2008,4047.45,4118.1,4004.25,4039.7,126882896,6062.87,17.3,3.82,1.36,4931.72
15-Jul-2008,4039.3,4040.7,3835.5,3861.1,142682247,6645.56,16.53,3.66,1.42,4713.68
16-Jul-2008,3861.55,3920.05,3790.2,3816.7,185428595,7472.88,16.33,3.61,1.44,4661.66
17-Jul-2008,3823.15,3968.75,3823.15,3947.2,180239171,7288.76,16.87,3.74,1.39,4821.47
18-Jul-2008,3962.95,4110.55,3926.3,4092.25,175068345,7895.21,17.49,3.87,1.34,5000.66
21-Jul-2008,4092.2,4168.15,4072.75,4159.5,136720904,6487.24,17.72,3.94,1.32,5082.83
22-Jul-2008,4158.45,4262.45,4137.95,4240.1,165666075,7560.41,18.06,4.01,1.3,5181.77
23-Jul-2008,4246.7,4491.55,4246.7,4476.8,233619126,11772.26,19.06,4.12,1.24,5471.01
24-Jul-2008,4476.2,4539.45,4385.85,4433.55,177026127,9273.39,18.79,4.08,1.25,5418.38
25-Jul-2008,4440.85,4440.85,4297.15,4311.85,161681204,8516,18.19,3.97,1.28,5269.68
28-Jul-2008,4282.25,4352.65,4282.25,4332.1,111107965,6373.98,18.2,3.99,1.28,5294.39
29-Jul-2008,4332.2,4332.2,4159.15,4189.85,125806260,6619.9,17.49,3.85,1.32,5120.56
30-Jul-2008,4191.2,4327,4191.2,4313.55,151936263,6961.45,18.08,3.97,1.28,5271.75
31-Jul-2008,4314.35,4342,4285.55,4332.95,199677047,8696.31,18.22,3.99,1.28,5297.47
01-Aug-2008,4331.6,4422.95,4235.7,4413.55,178077599,8847.63,18.56,4.06,1.25,5396
04-Aug-2008,4426.1,4436.15,4362.9,4395.35,131343663,6486.48,18.54,4.04,1.26,5375.02
05-Aug-2008,4395.8,4515.15,4376,4502.85,194984174,9605.56,18.99,4.14,1.23,5506.51
06-Aug-2008,4506.25,4615.9,4503.9,4517.55,175692787,10274.94,19.05,4.16,1.23,5524.49
07-Aug-2008,4515.25,4580.15,4493.7,4523.85,133711940,6889.61,19.08,4.16,1.22,5532.19
08-Aug-2008,4518.35,4546.35,4464,4529.5,114202272,6271.09,19.1,4.17,1.22,5539.39
11-Aug-2008,4529.35,4625.2,4529.35,4620.4,112939704,6625.21,19.49,4.25,1.2,5650.57
12-Aug-2008,4620.95,4649.85,4525.75,4552.25,123375933,7422.01,19.2,4.19,1.22,5567.46
13-Aug-2008,4548.05,4572.65,4497.25,4529.05,105825121,5839.48,19.1,4.17,1.22,5539.06
14-Aug-2008,4524.2,4529.8,4421.25,4430.7,95028617,5504.9,18.69,4.08,1.25,5419.51
18-Aug-2008,4430.7,4447.4,4379.85,4393.05,96897991,4985.84,18.53,4.04,1.26,5374.12
19-Aug-2008,4393.1,4393.7,4316.55,4368.25,96476193,4516.55,18.43,4.02,1.27,5343.76
20-Aug-2008,4365.45,4434.9,4365.45,4415.75,89434446,4425.1,18.63,4.06,1.25,5402.6
21-Aug-2008,4416.2,4418.55,4271.3,4283.85,91313625,4323.68,18.07,3.94,1.29,5242.06
22-Aug-2008,4283.85,4337,4248,4327.45,101435362,5226.24,18.25,3.8,1.3,5295.39
25-Aug-2008,4317.95,4398.8,4317.95,4335.35,79239792,3884.68,18.29,3.8,1.3,5305.47
26-Aug-2008,4335.2,4345.05,4283.3,4337.5,86937484,4775.57,18.3,3.8,1.3,5308.09
27-Aug-2008,4336.85,4364.25,4282.65,4292.1,84380597,4599.49,18.1,3.77,1.31,5252.56
28-Aug-2008,4290.75,4304.5,4201.85,4214,161197240,7578.62,17.81,3.7,1.33,5158.55
29-Aug-2008,4230.6,4368.8,4230.6,4360,111455760,5593.43,18.43,3.83,1.29,5337.28
01-Sep-2008,4356.1,4365,4281.35,4348.65,82996531,4220.01,18.38,3.82,1.29,5324.55
02-Sep-2008,4358.85,4522.4,4343.1,4504,129292702,6921.58,19.03,3.96,1.24,5514.77
04-Sep-2008,4512.95,4514.6,4419.45,4447.75,114713208,6535.5,18.8,3.91,1.26,5445.92
05-Sep-2008,4444.7,4444.7,4328.9,4352.3,108583037,6126.78,18.39,3.83,1.29,5329.03
08-Sep-2008,4358.3,4558,4358.3,4482.3,117351175,6615.67,18.94,3.94,1.25,5493.3
09-Sep-2008,4485.15,4497.5,4418.95,4468.7,95544721,5488.2,18.9,3.93,1.25,5477.25
10-Sep-2008,4467.5,4467.5,4382.35,4400.25,134790277,6781.74,18.88,3.94,1.26,5393.61
11-Sep-2008,4397.25,4399.3,4272.75,4290.3,116723061,6537.95,18.41,3.84,1.29,5258.8
12-Sep-2008,4291.6,4323.9,4200.15,4228.45,145748456,7980.37,18.14,3.79,1.31,5183
15-Sep-2008,4231.95,4237.25,3955.4,4072.9,147158815,7114,17.5,3.65,1.36,4992.36
16-Sep-2008,4072.55,4090.1,3919.35,4074.9,159518028,7727.19,17.51,3.66,1.35,4994.8
17-Sep-2008,4074.8,4116.7,3974.6,4008.25,153414046,7674.9,17.22,3.6,1.38,4913.11
18-Sep-2008,4005.25,4050.1,3799.55,4038.15,203882671,10125.95,17.35,3.36,1.41,4949.74
19-Sep-2008,4040.8,4262.65,4040.8,4245.25,206052260,10221.99,18.24,3.53,1.34,5204.46
22-Sep-2008,4248.95,4303.25,4202.4,4223.05,137082447,6859.81,18.15,3.52,1.35,5177.23
23-Sep-2008,4223.9,4224.7,4117.9,4126.9,125527290,6237.87,17.73,3.44,1.38,5059.37
24-Sep-2008,4125.75,4207.95,4115.85,4161.25,156072253,7260.87,17.88,3.46,1.37,5101.48
25-Sep-2008,4162.15,4172.6,4077.5,4110.55,217958856,9235.83,17.66,3.42,1.38,5039.33
26-Sep-2008,4108.75,4110.7,3970.35,3985.25,133851369,5968.78,17.12,3.32,1.43,4885.7
29-Sep-2008,3990.2,3997.55,3777.3,3850.05,187237452,8386.98,16.54,3.21,1.48,4719.95
30-Sep-2008,3848.7,3966.85,3715.05,3921.2,217095428,9659.09,16.85,3.26,1.45,4807.2
01-Oct-2008,3921.85,4000.5,3861.25,3950.75,149863209,6448.37,16.98,3.29,1.44,4843.43
03-Oct-2008,3953.55,3969.55,3804.85,3818.3,172679745,7919.46,16.41,3.18,1.49,4681.04
06-Oct-2008,3817.3,3820.85,3581.6,3602.35,157489980,6565.56,15.48,3,1.58,4416.27
07-Oct-2008,3606.95,3732.65,3537,3606.6,210246893,8291.13,15.5,3,1.58,4421.47
08-Oct-2008,3604.4,3604.4,3329.45,3513.65,228575994,8649.95,15.1,2.93,1.62,4307.52
10-Oct-2008,3502.05,3502.05,3198.95,3279.95,283977364,10857.92,14.07,2.73,1.73,4021.03
13-Oct-2008,3272.9,3510.2,3272.9,3490.7,195385035,7706.83,14.97,2.91,1.63,4279.38
14-Oct-2008,3494.1,3648.25,3491.5,3518.65,177533438,7429.54,15.09,2.93,1.62,4313.68
15-Oct-2008,3517.9,3518.5,3324.55,3338.4,163717675,6602.25,14.31,2.78,1.7,4092.67
16-Oct-2008,3333.85,3333.85,3099.9,3269.3,234077842,8631.26,14.01,2.72,1.74,4008.87
17-Oct-2008,3269.05,3335.95,3046.6,3074.35,194265455,7053.18,13.15,2.56,1.85,3769.83
20-Oct-2008,3108.2,3238.4,3058.95,3122.8,186324892,6544.53,13.47,2.62,1.81,3829.23
21-Oct-2008,3125.4,3254.85,3117.35,3234.9,225718997,7448.58,13.92,2.72,1.74,3966.69
22-Oct-2008,3234.7,3235.75,3051.8,3065.15,171324331,5622.57,13.18,2.57,1.84,3759.15
23-Oct-2008,3064.8,3085.1,2917.15,2943.15,234116773,7270.91,12.66,2.47,1.92,3609.55
24-Oct-2008,2936.25,2936.25,2525.05,2584,348595400,7843.42,10.99,2.17,2.18,3169.11
27-Oct-2008,2583.75,2585.3,2252.75,2524.2,341552313,7012.78,10.68,2.12,2.24,3095.74
28-Oct-2008,2526.2,2695.95,2526.2,2684.6,51206468,1038.24,11.36,2.25,2.1,3292.44
29-Oct-2008,2685.3,2781.25,2631.9,2697.05,361640496,8164.76,11.42,2.26,2.09,3308.29
31-Oct-2008,2696.3,2921.35,2696.3,2885.6,320836935,8963.96,12.57,2.42,1.96,3539.57
03-Nov-2008,2885.4,3062.05,2885.4,3043.85,240443755,6642.53,13.33,2.56,1.85,3733.72
04-Nov-2008,3050.25,3152.3,2985,3142.1,304637885,7478.44,13.76,2.64,1.8,3854.26
05-Nov-2008,3155.75,3240.55,2971,2994.95,305687563,8531.19,13.11,2.51,1.88,3673.76
06-Nov-2008,2998.45,3007.8,2860.25,2892.65,268176655,7178.24,12.66,2.43,1.95,3548.22
07-Nov-2008,2893.25,3010,2860.1,2973,246638152,6140.33,13.02,2.5,1.9,3646.83
10-Nov-2008,2973.3,3161.25,2973.3,3148.25,251108020,5985.46,13.78,2.64,1.79,3861.78
11-Nov-2008,3147.2,3147.2,2919.45,2938.65,221654127,5857.01,12.87,2.47,1.92,3604.66
12-Nov-2008,2937.9,2975.2,2794.95,2848.45,250791310,7010.66,12.48,2.39,1.98,3494.05
14-Nov-2008,2848,2938.8,2778.8,2810.35,257081847,7423.62,12.31,2.36,2.01,3447.27
17-Nov-2008,2813.4,2835.7,2694.5,2799.55,251219581,6367.92,12.26,2.35,2.01,3434.07
18-Nov-2008,2802.45,2802.45,2664.3,2683.15,220347375,5742.53,11.75,2.25,2.11,3291.25
19-Nov-2008,2682.75,2772.4,2617.9,2635,230509310,6447.35,11.54,2.21,2.14,3232.23
20-Nov-2008,2634.2,2634.2,2502.9,2553.15,204791432,5330.61,11.18,2.15,2.21,3131.78
21-Nov-2008,2553.6,2718.6,2539.8,2693.45,281247780,6700.25,11.8,2.26,2.1,3303.91
24-Nov-2008,2690.85,2740.35,2633.8,2708.25,236797126,5998.79,11.86,2.28,2.09,3322.07
25-Nov-2008,2708.3,2790.7,2638.2,2654,214273358,5619.27,11.63,2.23,2.13,3255.51
26-Nov-2008,2652.45,2762.6,2643.35,2752.25,269948758,6429.24,12.06,2.31,2.05,3376.05
28-Nov-2008,2745.7,2779,2690.3,2755.1,296322562,7237.78,12.08,2.32,2.05,3379.53
01-Dec-2008,2755.15,2832.85,2669.5,2682.9,257834565,6122.02,11.76,2.25,2.11,3290.95
02-Dec-2008,2672.9,2672.9,2570.7,2657.8,261046123,5651.31,11.65,2.23,2.13,3260.18
03-Dec-2008,2657.5,2693.65,2611.95,2656.45,282545081,5912.82,11.64,2.23,2.13,3258.54
04-Dec-2008,2656.5,2793.8,2646.35,2788,324695285,6538.53,12.22,2.34,2.03,3419.88
05-Dec-2008,2786.65,2821.15,2701.35,2714.4,319248265,6448.61,11.9,2.24,2.08,3329.57
08-Dec-2008,2714.7,2861.55,2714.7,2784,311403332,6951.99,12.2,2.3,2.03,3414.95
10-Dec-2008,2785.7,2940.15,2785.7,2928.25,370599341,8130.79,12.84,2.42,1.93,3591.9
11-Dec-2008,2934.05,2945.3,2861.55,2920.15,352245716,7844.91,12.8,2.41,1.94,3582
12-Dec-2008,2915.35,2936.8,2812.55,2921.35,284387903,7103.03,12.81,2.41,1.93,3583.48
15-Dec-2008,2917.9,3012.1,2917.9,2981.2,293737834,7133.08,13.07,2.46,1.9,3656.85
16-Dec-2008,2983.6,3052.55,2963.3,3041.75,270617321,6893.06,13.33,2.51,1.86,3731.13
17-Dec-2008,3040.45,3076.2,2943.5,2954.35,344614834,8567.6,12.95,2.44,1.91,3623.92
18-Dec-2008,2955.35,3072.55,2922.65,3060.75,377032468,9042.19,13.42,2.53,1.85,3754.43
19-Dec-2008,3063,3106.8,3036.3,3077.5,386314136,8344.82,13.49,2.54,1.84,3775.02
22-Dec-2008,3077.25,3110.45,3027.8,3039.3,315828829,6101.36,13.32,2.51,1.86,3728.11
23-Dec-2008,3039.25,3040,2957.05,2968.65,303129447,5705.38,13.01,2.45,1.9,3647.56
24-Dec-2008,2967.4,2968,2900.45,2916.85,380460882,6975.71,12.79,2.41,1.94,3583.91
26-Dec-2008,2919.85,2960.95,2844.8,2857.25,237935397,4558.9,12.52,2.36,1.98,3510.64
29-Dec-2008,2857.15,2931.8,2812.9,2922.2,335171811,6367.55,12.81,2.41,1.93,3590.46
30-Dec-2008,2922.55,2999.15,2899.75,2979.5,302749136,5819.5,13.06,2.46,1.9,3660.89
01-Jan-2009,2963.3,3039.25,2963.3,3033.45,226681072,4302.54,13.3,2.5,1.86,3727.18
02-Jan-2009,3034.6,3079.85,3021.8,3046.75,318672508,6132.72,13.36,2.51,1.85,3743.48
05-Jan-2009,3058.75,3131.95,3056.45,3121.45,311929372,6737.94,13.68,2.58,1.81,3835.29
06-Jan-2009,3121.5,3141.8,3056.1,3112.8,340452916,8091.74,13.64,2.57,1.82,3824.63
07-Jan-2009,3112.8,3147.2,2888.2,2920.4,686898999,10865.55,12.8,2.41,1.93,3588.27
09-Jan-2009,2919.95,2929.85,2810.25,2873,591981660,9080.84,12.59,2.37,1.97,3530
12-Jan-2009,2868.85,2869.2,2748.55,2773.1,272867140,6817.52,12.32,2.31,2.02,3407.29
13-Jan-2009,2775,2802.6,2720.8,2744.95,252698258,6407.58,12.16,2.28,2.04,3372.7
14-Jan-2009,2748.4,2853.25,2748.4,2835.3,217953716,5683.41,12.56,2.36,1.98,3483.84
15-Jan-2009,2832.3,2832.3,2701.75,2736.7,218127929,5670.43,12.1,2.28,2.05,3362.74
16-Jan-2009,2737,2835.65,2724.2,2828.45,229499649,4817.92,12.51,2.35,1.98,3475.45
19-Jan-2009,2828.7,2868.2,2819.9,2846.2,328336119,4531.5,12.58,2.37,1.97,3497.27
20-Jan-2009,2842.9,2842.9,2758,2796.6,233289325,4600.79,12.36,2.33,2,3436.31
21-Jan-2009,2777.4,2787.3,2690.2,2706.15,220067231,5254.06,11.97,2.25,2.07,3325.17
22-Jan-2009,2714.7,2744.85,2681.4,2713.8,229581189,5319.52,11.96,2.26,2.06,3334.55
23-Jan-2009,2705.45,2765.55,2661.65,2678.55,211289358,5090.88,12.27,2.23,2.09,3291.24
27-Jan-2009,2686.05,2777.3,2685.25,2771.35,220453539,5207.95,12.67,2.3,2.02,3405.28
28-Jan-2009,2771.1,2855.4,2765.6,2849.5,280820341,5561.59,13.1,2.37,1.97,3502.03
29-Jan-2009,2849.35,2873.85,2795.35,2823.95,347987447,7189.27,13.17,2.35,1.98,3474.27
30-Jan-2009,2824.05,2881,2774.1,2874.8,295045380,6200.66,13.4,2.39,1.95,3538.57
02-Feb-2009,2872.35,2873.45,2760.7,2766.65,235281717,5151.67,13.12,2.3,2.02,3405.45
03-Feb-2009,2773.5,2831.7,2752.9,2783.9,256264668,5901.06,13.2,2.31,2.01,3426.68
04-Feb-2009,2780.7,2842.2,2780.7,2803.05,204148860,4673.8,13.29,2.33,2,3450.6
05-Feb-2009,2802.75,2816.8,2754.85,2780.05,178583516,4169.13,13.19,2.31,2.02,3422.28
06-Feb-2009,2779.35,2852.5,2778.65,2843.1,187961190,4000.82,13.49,2.36,1.97,3499.89
09-Feb-2009,2843.05,2926.75,2840.15,2919.9,186517519,4485.04,13.86,2.43,1.92,3594.44
10-Feb-2009,2919.7,2957.4,2891.75,2934.5,302564116,6122.69,13.93,2.44,1.91,3612.41
11-Feb-2009,2933,2937.5,2877.6,2925.7,243376977,4898.58,13.89,2.43,1.91,3601.57
12-Feb-2009,2927.4,2939,2886.55,2893.05,214711779,4346.89,13.73,2.41,1.94,3561.72
13-Feb-2009,2896.95,2969.75,2896.85,2948.35,195741802,4681.6,14,2.45,1.9,3629.83
16-Feb-2009,2948.25,2953.2,2839.1,2848.5,246055796,5049.41,13.52,2.36,1.97,3506.9
17-Feb-2009,2853.85,2854.65,2757.3,2770.5,191473117,4495.99,13.15,2.3,2.02,3411.56
18-Feb-2009,2755.15,2806.5,2736.65,2776.15,214170731,4940.89,13.18,2.3,2.02,3418.72
19-Feb-2009,2776.7,2802.15,2767.6,2789.35,174587983,4162.96,13.24,2.31,2.01,3435.02
20-Feb-2009,2789.3,2789.3,2709.3,2736.45,154745737,3882.17,12.99,2.27,2.05,3369.86
24-Feb-2009,2737.25,2746.2,2677.55,2733.9,182727347,4407.14,12.98,2.27,2.05,3366.73
25-Feb-2009,2733.45,2789.35,2733.45,2762.5,176810272,4323.67,13.11,2.29,2.03,3401.93
26-Feb-2009,2762.2,2797.8,2731.9,2785.65,250274333,6046.44,13.22,2.31,2.01,3430.46
27-Feb-2009,2785.7,2787.2,2708.45,2763.65,231597805,6084.46,13.12,2.29,2.03,3403.33
02-Mar-2009,2764.6,2764.6,2659.55,2674.6,194233262,4644.21,12.7,2.22,2.09,3293.68
03-Mar-2009,2672.15,2688.5,2611.55,2622.4,217640315,5181,12.45,2.18,2.14,3229.43
04-Mar-2009,2611.95,2655.7,2611.95,2645.2,202951378,5363.25,12.56,2.19,2.12,3257.46
05-Mar-2009,2645.9,2663.9,2564.1,2576.7,247491627,6319.79,12.23,2.14,2.17,3173.11
06-Mar-2009,2576.75,2628.1,2539.45,2620.15,242507546,6344.12,12.44,2.17,2.14,3226.63
09-Mar-2009,2620.1,2621.25,2555.6,2573.15,166405852,4048.08,12.21,2.14,2.18,3168.76
12-Mar-2009,2574.5,2646.1,2574.5,2617.45,213787846,5949.63,12.42,2.17,2.14,3223.3
13-Mar-2009,2616.6,2726.15,2616.6,2719.25,263891931,6795.09,12.91,2.26,2.06,3348.7
16-Mar-2009,2716.05,2781.95,2701.95,2777.25,263151493,6059.64,13.18,2.3,2.02,3420.13
17-Mar-2009,2776.35,2805.6,2738.7,2757.45,288783952,6224.49,13.09,2.29,2.03,3395.69
18-Mar-2009,2757.65,2836.05,2752.25,2794.7,261792179,6173.86,13.27,2.32,2,3441.57
19-Mar-2009,2797.05,2822.25,2771.35,2807.15,223408426,5394.07,13.33,2.33,2,3456.95
20-Mar-2009,2807.35,2816.1,2773.65,2807.05,186838911,5043.96,13.33,2.33,2,3456.79
23-Mar-2009,2807.25,2949.75,2807.25,2939.9,251175674,6304.76,13.96,2.44,1.9,3620.38
24-Mar-2009,2923.8,3017.4,2914.5,2938.7,383117195,8871.12,13.96,2.44,1.91,3619.2
25-Mar-2009,2938.8,2996.5,2923.3,2984.35,383648320,8513.26,14.17,2.48,1.88,3675.43
26-Mar-2009,2982.25,3103.35,2982.25,3082.25,416183641,10418,14.64,2.56,1.82,3796.04
27-Mar-2009,3079.4,3123.35,3055.9,3108.65,326572500,8599.65,14.7,2.57,1.8,3828.51
30-Mar-2009,3108.75,3110.2,2962.4,2978.15,275780455,7100.27,14.08,2.46,1.88,3667.79
31-Mar-2009,2981.7,3054.3,2966.4,3020.95,341399212,9022.52,14.29,2.5,1.85,3720.51
01-Apr-2009,3023.85,3069.3,2965.7,3060.35,319442080,8011.16,14.49,2.53,1.83,3769.02
02-Apr-2009,3061.05,3228.75,3061.05,3211.05,370836234,9558.67,15.2,2.66,1.74,3954.66
06-Apr-2009,3211.35,3303.9,3211.35,3256.6,357065601,9499.48,15.42,2.69,1.72,4010.72
08-Apr-2009,3255.35,3357.05,3149.25,3342.95,409030235,11116.42,15.82,2.77,1.67,4117.08
09-Apr-2009,3346,3401.15,3307.05,3342.05,414637960,9984.24,15.82,2.77,1.67,4115.95
13-Apr-2009,3342.2,3417.8,3334.15,3382.6,331534301,8324.35,16.01,2.8,1.65,4165.93
15-Apr-2009,3381.45,3497.55,3311.8,3484.15,458489468,12280.2,16.45,2.88,1.61,4290.96
16-Apr-2009,3484.35,3511.25,3354.2,3369.5,559549931,13209.78,15.9,2.79,1.66,4149.81
17-Apr-2009,3369.5,3489.85,3359.25,3384.4,491159908,11504.6,15.97,2.8,1.65,4168.14
20-Apr-2009,3384.75,3441.1,3339.45,3377.1,341798670,8834.22,15.94,2.79,1.66,4159.13
21-Apr-2009,3376.85,3414.7,3309.35,3365.3,344667947,9069.56,15.86,2.78,1.65,4144.6
22-Apr-2009,3364.6,3401.1,3296.9,3330.3,327292987,7932.51,15.69,2.75,1.67,4101.5
23-Apr-2009,3330.5,3439.9,3310.5,3423.7,315691090,7864.54,16.12,2.82,1.63,4216.52
24-Apr-2009,3423.6,3491.35,3402.9,3480.75,306127718,8604.04,16.43,2.87,1.6,4286.93
27-Apr-2009,3481.3,3517.25,3435.3,3470,315936295,9077.06,16.53,2.87,1.6,4273.67
28-Apr-2009,3469.5,3471.95,3351.5,3362.35,287134649,7904.38,16.02,2.78,1.65,4141.09
29-Apr-2009,3371.65,3486.4,3366.7,3473.95,483582317,9703.94,16.53,2.87,1.6,4278.54
04-May-2009,3478.7,3664.5,3478.7,3654,363866099,10112.76,17.37,3.02,1.52,4500.26
05-May-2009,3664.5,3682.2,3618.75,3661.9,442066443,11236.79,17.4,3.02,1.52,4510.02
06-May-2009,3662,3717.05,3608.65,3625.05,408101644,11559.2,17.23,2.99,1.53,4464.63
07-May-2009,3617.15,3692.05,3617.15,3683.9,326304598,8827.72,17.51,3.04,1.51,4537.12
08-May-2009,3681.8,3711.25,3582.85,3620.7,291694964,8529.4,17.21,2.99,1.54,4459.27
11-May-2009,3615.75,3660.2,3534.55,3554.6,285340638,7858.78,16.78,2.93,1.56,4377.93
12-May-2009,3554.65,3691.65,3534.2,3681.1,366055503,9550.49,17.38,3.04,1.51,4533.71
13-May-2009,3668.75,3709.6,3610.2,3635.25,360452738,9800.15,17.17,3,1.53,4477.25
14-May-2009,3631.9,3631.9,3537.6,3593.45,288154287,8138.79,16.97,2.97,1.55,4426.36
15-May-2009,3597.85,3686.25,3597.85,3671.65,300880814,8655.24,17.34,3.03,1.51,4522.65
18-May-2009,3673.15,4384.3,3673.15,4323.15,2768292,113.99,20.41,3.57,1.29,5325.19
19-May-2009,4324.95,4509.4,4167.65,4318.45,670982325,26002.26,20.39,3.57,1.29,5319.42
20-May-2009,4318.75,4362.85,4244.7,4270.3,471343167,16917.63,20.18,3.53,1.3,5260.08
21-May-2009,4270.35,4319,4199.2,4210.9,353070384,12290.03,19.85,3.48,1.32,5186.89
22-May-2009,4211.85,4249.5,4155.85,4238.5,284165388,10572.97,19.87,3.5,1.31,5220.91
25-May-2009,4238.1,4270.05,4205.1,4237.55,299302991,9104.62,19.85,3.5,1.31,5219.76
26-May-2009,4239.55,4256.05,4092.25,4116.7,308739530,9501.71,19.29,3.36,1.34,5070.9
27-May-2009,4117.3,4286.45,4115.25,4276.05,353499631,12173.35,20,3.49,1.29,5267.14
28-May-2009,4276.15,4354.85,4254.85,4337.1,460439887,16067.32,20.32,3.54,1.27,5342.36
29-May-2009,4340.75,4488.05,4340.75,4448.95,506796280,15181.73,20.82,3.63,1.24,5480.11
01-Jun-2009,4450.4,4545.4,4450.4,4529.9,464256409,12781.61,20.62,3.69,1.21,5579.85
02-Jun-2009,4530.45,4586.4,4451.3,4525.25,396327441,12565.07,20.6,3.69,1.22,5574.12
03-Jun-2009,4525.5,4574.9,4478.6,4530.7,415829528,12131.57,20.62,3.69,1.21,5580.81
04-Jun-2009,4530.3,4582.2,4453.45,4572.65,424050722,12563.65,20.87,3.73,1.2,5634.78
05-Jun-2009,4573.3,4636.85,4561.95,4586.9,409906842,12907.88,20.93,3.74,1.2,5652.34
08-Jun-2009,4582.35,4611.4,4404.65,4429.9,370092839,10824.22,20.21,3.61,1.24,5458.86
09-Jun-2009,4427.75,4562.45,4365.1,4550.95,414282839,12049.96,20.77,3.71,1.21,5608.04
10-Jun-2009,4551.7,4688.95,4551.7,4655.25,392189746,13099.93,21.24,3.8,1.18,5739.53
11-Jun-2009,4657.4,4679.55,4586.15,4637.7,391597868,11474.46,21.16,3.78,1.19,5719.84
12-Jun-2009,4637.55,4693.2,4566.15,4583.4,351580404,11400.58,20.91,3.72,1.19,5654.27
15-Jun-2009,4584.65,4601.05,4469.6,4484,322454082,10755.98,20.47,3.64,1.22,5531.62
16-Jun-2009,4478.1,4537.95,4405.95,4517.8,320009267,10807.47,20.63,3.67,1.21,5574.9
17-Jun-2009,4515.35,4517.8,4332.8,4356.15,327627945,11194.56,19.5,3.56,1.26,5375.47
18-Jun-2009,4352.95,4375.3,4222.15,4251.4,373404826,11542.45,19.03,3.47,1.29,5246.17
19-Jun-2009,4251.1,4326.2,4206.7,4313.6,350066880,10401.79,19.31,3.52,1.27,5322.95
22-Jun-2009,4314.2,4352.25,4221.9,4235.25,270808678,9103.94,18.96,3.46,1.3,5226.95
23-Jun-2009,4223.3,4267.45,4143.25,4247,339990201,10880.96,19.01,3.47,1.29,5241.45
24-Jun-2009,4247.3,4307,4218.25,4292.95,311199175,9512.27,19.22,3.51,1.28,5298.16
25-Jun-2009,4293.85,4337.95,4221.15,4241.85,407987742,12847.28,19.07,3.46,1.3,5235.08
26-Jun-2009,4243.95,4383.75,4243.95,4375.5,284570041,10065.52,20.08,3.63,1.14,5400.02
29-Jun-2009,4375.4,4439.95,4350.9,4390.95,293321334,9591.85,20.25,3.64,1.13,5419.52
30-Jun-2009,4391.5,4426.75,4267.35,4291.1,336647021,9901.53,19.97,3.56,1.16,5296.58
01-Jul-2009,4292.3,4362.3,4249.7,4340.9,289982752,8654.14,20.2,3.6,1.15,5358.01
02-Jul-2009,4373.5,4383.65,4288.75,4348.85,259079398,9730.33,20.23,3.61,1.15,5368.2
03-Jul-2009,4347.3,4434.45,4298.95,4424.25,224680237,8374.4,20.58,3.67,1.13,5461.26
06-Jul-2009,4429.6,4479.8,4133.7,4165.7,365737764,12648.38,19.38,3.37,1.22,5147.4
07-Jul-2009,4166,4231.8,4155.5,4202.15,290915989,10299.04,19.55,3.4,1.21,5192.48
08-Jul-2009,4201.85,4201.85,4061.1,4078.9,339578445,10077.55,18.98,3.3,1.25,5040.16
09-Jul-2009,4078.75,4114.9,4039.85,4080.95,406359501,9201.81,18.99,3.3,1.25,5043.45
10-Jul-2009,4081.4,4129.95,3976.8,4003.9,303001008,8770.17,18.58,3.24,1.27,4948.21
13-Jul-2009,4003.4,4003.4,3918.75,3974.05,273186872,7530.57,18.42,3.22,1.28,4914.79
